date,link,text,compensation,type,images,address
2020-11-12 12:32,https://newyork.craigslist.org/brk/egr/d/brooklyn-senior-interior-designer/7229751260.html,Senior Interior Designer & Architect,n/a,full-time,,"
        ,
Brooklyn based Architecture and Design firm is seeking an experienced Senior Interior Designer to join our team of architects and interior designers. ,
,
The ideal person will have a minimum of 8-10+ years of design experience with the ability to help mentor younger designers.,
,
This person will be working directly with Principal, Managing Director, and Director of Interior Design and will be involved in decision making and client interface. ,
,
Ideal candidate must have strong leadership and project management skills, demonstrated business development success and confident presentation skills.,
,
Great opportunity for a highly motivated and well-rounded designer seeking responsibility with challenging projects in a creative work environment to work with a growing and talented team. ,
,
RESPONSIBILITIES:,
,
- Develop and coordinate interior design and furniture concepts and functional requirements of a project from initial meeting through construction.,
- Design and draft overall space and furniture plans, reflected ceiling plans, interior elevations, electrical, construction & millwork details,
- Lead client presentations and design and coordination meetings ,
- Attend meetings with potential clients,
- Project Management, including oversight of junior team members, responsible for proposals sent to clients, project budgets, timelines and reports. ,
- Act as liaison between the design firm, vendors, and subcontractors including visits to project sites and vendor workrooms to oversee status & progress of fabrication and construction,
- Preparation of lighting, electrical, finishes, and furniture plans and schedules,
- Preparation of proposals and invoices to be sent to client. Data entry in design firm accounting software to record purchases by job. ,
- Requesting samples, sample sourcing, follow up with vendors and subcontractors,
- Manage shipping & receipt of all purchased items from time of sourcing through to final installation, with special attention to all deadlines and details ,
,
,
,
,
REQUIREMENTS:,
,
- Extensive project management experience,
- Possess an ability to work on multiple projects simultaneously while exhibiting initiative in management of all intra-office priorities ,
- Minimum of five years' experience in project management and interior design,
- Minimum education: Bachelor of interior design ,
- Extensive knowledge of material, hardware, and furniture sources, showrooms and retail stores ,
- Proficient in AutoCAD, 3d modeling, and hand sketching,
- Personality that thrives in a very close-knit team setting; excellent interpersonal skills and customer service sensibilities ,
- Exceptional level of attention to detail and a mastery of organizational and time management skills ,
,
Experience with billing and contracts for interior design preferred but not required.,
,
This is a full-time opportunity including benefits. Your application will ONLY be considered if you meet the above requirements and ONLY if you reply to this Craigslist ad with your resume, your portfolio or work samples and project list. ,
,
You will receive a response by e-mail if we would like to schedule a phone or in person interview. ,
,
Elizabeth Roberts Architects,
www.elizabethroberts.com    "
2020-11-13 14:36,https://newyork.craigslist.org/fct/egr/d/new-canaan-landscape-architect-designer/7230407983.html,Landscape Architect / Designer and Sales Professional,Based on experience and skill. Excellent benefit program,full-time,,"
        ,
Landscape Architect / Designer and Sales Professional to join our team. We design and build creative, integrated landscape plans for high-end residential clients.,
,
Candidates should have a proven record in residential landscape design and sales with the ability to present and communicate to a sophisticated client base. Autocad or equivalent software abilities a plus. Designing and selling landscapes with style for the high-end residential market key!,
Applicants with a landscape design, landscape architecture background or exterior design are appropriate for this position.,
,
You'll find us in New Canaan in an attractive work environment with industry leading salary and benefits--,
including: 401K Plan -Profit Sharing - Pension plus.,
,
Candidates should forward resumes and letter of interest.,
The Elise Design Group and Elise Landscapes & Nursery is an established award winning Landscape Design and Build firm serving the greater Fairfield and Westchester County areas. Our company provides high quality, innovative landscape design, construction and maintenance services as well as retailing landscape plantings, unique garden elements and furnishings. Established 1983.,
,
Position Requirements:,
,
Minimum of 5 years, high-end residential landscape design and/or sales experience,
Degree in Landscape Design/Architecture/interior design preferred,
The ability to present and communicate design concepts clearly to a sophisticated client base.,
Proficiency with landscape design software and related office software,
General knowledge of permitting and zoning processes,
Desire to grow professionally,
,
Please submit resume by email. Call us at 203-966-3200.,
    "
2020-11-13 14:43,https://newyork.craigslist.org/brk/egr/d/brooklyn-architect-draftsperson/7230413121.html,Architect/Draftsperson,"Based upon qualifications, abilities and experience",full-time,,"
        ,
Ovadia Design Group, a rapidly expanding, NYC based architecture/interior design firm specializing in very high-end residential and commercial projects, is seeking a talented architect/draftsperson to join the firm.  ,
,
Applicant must be proficient in AutoCAD and possess excellent drafting and detailing abilities,  and must have hands-on experience in the design and detailing of high-end, custom, single and multi-family homes. Applicant must be capable of working independently on all phases of a project from the design phase through the completion of a full set of construction documents. ,
,
Applicant must be a team player who is independently motivated and is able to deliver effective results in a timely manner. Candidate must also possess excellent communication skills and the ability to multitask and handle various projects simultaneously. He/she must be reliable, efficient and well organized.,
,
Knowledge of NYC Zoning and Building Codes, and N.Y.C. Department of Buildings filing requirements and procedures, is a must. Experience in project management and coordinating and communicating with engineers and consultants is a plus. ,
,
Please forward letter, CV and samples of related work to the email address provided.,
    "
2020-11-13 16:24,https://newyork.craigslist.org/mnh/egr/d/new-york-energy-engineer/7230480846.html,ENERGY ENGINEER,market rate,full-time,,"
        ,
ENERGY ENGINEER,
,
EME Consulting Engineering and Architecture Group (EME) is an award-winning established consulting A/E firm with offices in midtown Manhattan and Albany, NY.   ,
,
Our clients include New York’s premier hospitals, universities, government agencies, and fortune 500 companies. EME is looking to fill an energy engineer position to support large-scale commercial and institutional energy auditing, retro-commissioning, and clean energy project development. Projects include identification and development of energy efficiency projects to meet carbon reduction goals.,
,
The position includes exposure to cutting-edge clean energy projects in New York’s energy efficiency space. Job tasks may include: ,
,
	Experience conducting ASHRAE Level II & III Energy Audits,
	managing project teams ,
	performing life-cycle economic analysis,
	conducting technical energy efficiency measure savings calculations via building modeling or excel ,
	presenting project results to various stakeholders including client executives ,
,
The ideal candidate should:,
,
	have at least 1-5 years of experience in energy auditing,
	degree in engineering or architecture,
	have strong analytical, writing, and presentation skills,
,
EME is an equal opportunity employer, offering competitive salaries with a full benefits package. EME offers tremendous opportunities for professional growth and advancement. ,
For immediate consideration, please email a cover letter, resume, and salary requirements to this solicitation.,
    "
date,link,text,compensation,type,images,address
2020-11-14 15:55,https://newyork.craigslist.org/lgi/egr/d/brightwaters-estimator-civil-engineer/7231023267.html,ESTIMATOR / CIVIL ENGINEER,Commensurate with experience,full-time,,"
        ,
MAIN FUNCTION – PERFORM PROJECT QTY TAKE OFF’S.,
LOCATION – MAIN OFFICE IN BAY SHORE NY,
PERSONAL TRANSPORTATION REQUIRED - JOB SITE TRAVEL MAY BE REQUIRED,
AND / OR REQUIRED TO ATTEND JOB WALK THROUGHS, MEETINGS IN LONGISLAND OR NYC,
,
PART TIME OR FULL TIME,
• BS in Engineering, Architecture, Construction Management Preferred but not required for this,
• 5 years of experience and knowledge of all phases of construction including:,
• History of estimating civil & utility, highways / bridges, water / wastewater and/or pump stations,
• Proficiency with MS Office products: Word, Excel, PowerPoint,
• HUGE PLUS - - Working knowledge of Estimating/Engineering software: HCSS Heavy Bid, AutoCAD, On Screen Takeoff or similar,
• Ability to read and understand drawings and technical specifications,
• Effective written and verbal communication skills,
• Good attention to detail and the ability to recognize discrepancies,
• Strong math and problem solving skills,
• Ability to meet critical deadlines,
• Good time management skills and organizational skills    "
2020-11-10 13:23,https://newyork.craigslist.org/jsy/egr/d/jersey-city-draftsman-needed/7228636186.html,DRAFTSMAN NEEDED,to be discussed upon interview,full-time,,"
        ,
Stone fabrication company specializing in the high end stone work is now hiring for a position of draftsman/estimator. ,
Key responsibilities and requirements include: ,
-Experience in drafting of drawings; ,
-Candidate must know AutoCAD and Photoshop; ,
-Preparing calculations for material take-offs and labor costs; ,
-Obtaining pricing from suppliers; ,
-Language: English and Russian is a MUST! ,
If you are interested in a full-time position with us please send us your resume through this ad    "
2020-11-10 13:41,https://newyork.craigslist.org/mnh/egr/d/new-york-license-junior-architect/7228649985.html,LICENSE JUNIOR ARCHITECT,Compensation will be discuss,employee's choice,,"
        ,
Assist with preparation of designs, complete construction documents, create building plans and assist in the presentation of materials. Work under the direct supervision of General Contractor.,
Occasion may work onsite with developing Architectural and Structural drawing designs.  ,
License for (Ny, Ny & Westchester County).,
,
Please be advise serious candidates only with Architectural license -A minimum of 1 year experience.    "
2020-11-10 10:30,https://newyork.craigslist.org/brk/egr/d/brooklyn-developer-seeks-consultant-for/7228511703.html,Developer Seeks Consultant For Construction Estimating,Compensation:  Negotiable,contract,,"
        ,
Building Developer Seeks Consultant For Construction Estimating  ,
1. Consulting Position,
2. Compensation:  Negotiable,
3. Major Categories of Non-Union Work Include:,
    a. Restoration of an Unreinforced Masonry Structure,
       -  Structural Reinforcing by Retrofitting Steel,
       -  Creation of a 10,000 sf Roof deck,
       -  Mechanicals (Plumbing, High/Low Voltage Electrical,
       -  High End Office Finishes,
       -  Millwork,
       -  Landscaping,
       -  Elevator.,
    b. Up-From-The-Ground High End Office:,
       -  Concrete Construction,
       -  All Trades    "
2020-11-06 15:24,https://newyork.craigslist.org/brk/egr/d/brooklyn-draftsman-for-woodworking-shop/7226585635.html,Draftsman for woodworking shop,tbd,full-time,,"
        ,
Busy woodworking shop located in Brooklyn NY (by Queens) is looking for a full in-house draftsman with minimum 5 years of experience in AutoCAD and high-end residential millwork  shop drawings for production.  Please send your resume and if possible, samples of previous work.    "
2020-11-10 18:46,https://newyork.craigslist.org/brk/egr/d/brooklyn-7haus-kitchens-designer/7228841982.html,7Haus Kitchens - Designer,Basesalary,full-time,,"
        ,
Seeking motivated, design-oriented self-starter for a high-end European kitchen design studio. While a formal background in design is not a requirement, an understanding and an eye for aesthetic structure is a must. Previous experience in computer related design software is a plus. Organizational skills are imperative.,
,
Candidate will be working alongside a fun and experienced team to create and develop plans for both retail and commercial upscale kitchens using sophisticated design software. Kitchens will integrate the most modern advances in custom cabinetry and appliance technology. Projects will be focused primarily in New York City but will span the globe.,
,
Position is full time but flexibility on schedule can be considered. Compensation will be based on experience and previous training.    "
2020-11-09 17:47,https://newyork.craigslist.org/fct/egr/d/ocean-city-cad-operator-for-landscape/7228235835.html,CAD operator for Landscape Architect,Will be paid on a per job basis.,contract,,"
        ,
Landscape architect / designer seeks operator skilled in AutoCad and computer illustration programs.,
Individual would be responsible for producing landscape plans, layout plans, construction details and graphic illustrations through the use of AutoCad and computer generated illustration programs. ,
Position is for a sub contract / as needed basis.  Will pay at competitive rates.    "
2020-11-06 13:35,https://newyork.craigslist.org/mnh/egr/d/new-york-looking-for-experienced/7226510998.html,LOOKING FOR EXPERIENCED PROJECT MANAGER,TBD,full-time,,"
        ,
Fast paced Midtown Commerical Interiors GC looking for Project Manager with at least 10 years experience. Must be able to multitask and handle multiple projects at the same time. Please email resume along with salary requirements.    "
2020-11-05 10:27,https://newyork.craigslist.org/que/egr/d/long-island-city-experienced-draftsman/7225830289.html,EXPERIENCED DRAFTSMAN NEEDED,DEPENDS ON THE EXPERIENCE,full-time,,"
        ,
High-end General Contacting company located in LIC is looking for an experienced Draftsman. Requirements: authorization to work in USA, knowledge of AUTO-CAD, experience in drafting millwork/woodwork shop drawings a must, computer savvy, detail oriented, reliable with a positive attitude to work. ,
Good pay and steady job for a right candidate, full time position. If you are interested, please send your resume to Thank you.,
,
,
    "
2020-11-10 13:13,https://newyork.craigslist.org/brk/egr/d/brooklyn-high-end-residential/7228628977.html,High-end residential construction firm Assistant Project Manager,Salary based on experience,full-time,,"
        ,
-Minimum 1-2 years of experienced preferred, but willing to train recent graduate or individual with relevant work experience,
,
-Basic understanding of construction process, familiarity with NYC construction code, familiarity with DOB, DEP,DOT, LPC regulations & compliance, vendor purchasing, subcontractor insurance processing,
,
-Office suite, Excel (basic formulas and formatting), project management / drawing management software(PlanGrid, Procore, etc.) Gant Charts, ability to read construction drawings,
,
-Positive attitude, self-motivated / directed, detail oriented, strong organization skills, strong communication skills    "
2020-11-07 23:27,https://newyork.craigslist.org/brk/egr/d/fort-lee-led-lighting-mechanical/7227311586.html,"LED Lighting/Mechanical Engineer, and Prototype Builder",Open to Negotiation,contract,,"
        ,
In search of an expert lighting and mechanical engineer with an eye for product design who can bring our idea to life. The challenge is part mechanical part LED lighting so we are searching for a well rounded and experienced candidate. The Engineer will also assist in the research, development, certification and quality control of the lighting product.,
,
Project files will ONLY be shared upon the signature and submission of an NDA to protect from IP infringement.,
,
Absolute Requirements: ,
+ 10+ Years real agency work,
+ Extensive Portfolio,
+ Senior - Leadership Role Experience,
+ Excellent Communications,
+ Electrical and Mechanical Engineering,
+ Subject Matter Expert + Excellent root cause analysis skills,
+ CAD (Expert),
+ 3D Design (Expert),
+ Prototyping (Mid-Expert),
,
Please submit a short cover letter to be considered for this opportunity. ,
We will review and respond to submissions accordingly.    "
2020-11-11 05:54,https://newyork.craigslist.org/brk/egr/d/brooklyn-assistant-project-manager-and/7228989587.html,Assistant Project Manager and Office Admin,Submit salary requirements,employee's choice,,"
        ,
Assistant Project Manager and Office Admin,
,
Small general contracting company looking for a versatile individual  to help with office management and assistant project management. Experience maintaining a small office is preferred, willingness to learn new skills related to the business is crucial. We are seeking someone with excellent verbal and written communication skills who can easily communicate messages to coworkers and is confident using professional front-facing language when speaking with clients. Applicants should have a working knowledge of Adobe Acrobat Pro, Microsoft Word and Excel, Microsoft Outlook, MS project and QuickBooks And having knowledge using other project management software,
,
Please include salary requested,
Notary Public a plus but not mandatory,
,
,
Position could be part time to full-time for the right candidate,
    "
2020-11-11 11:04,https://newyork.craigslist.org/que/egr/d/college-point-estimator-take-off-expert/7229109251.html,Estimator/Take Off Expert,based on your experience,employee's choice,,"
        ,
We are looking for an experienced estimator to perform take offs for our construction projects.,
Our main business is commercial overhead doors and misc iron works.,
You will be receive bidding instructions remotely.  You will be required to review the drawing and specifications and send back the items, quantities, types and other information that our team needs to prepare a formal quote.,
You must have 5 years experience working for an iron works and or commercial door company.  ,
do not apply if you do not have the necessary experience.,
You can perform this work remotely.,
You will be tested before you are considered.,
CAD is not required but we will pay you more if you can prepare CAD shop drawings when necessary.,
,
    "
2020-11-11 20:56,https://newyork.craigslist.org/que/egr/d/architect-cad-drafting/7229482485.html,Architect CAD Drafting,"48k to 65k, commensurate with qualification and level of experience",full-time,,"
        ,
Angelo Ng + Anthony Ng Architects Studio [www.ArchitectsStudioNY.com] is seeking an Intermediate AutoCAD Draftsperson for projects including new Residential/Commercial base buildings, alterations and Interior Renovation projects. ,
,
The candidate will work directly with the Principal Architect to manage and coordinate day to day operation of the projects.,
,
Qualifications:,
-Knowledge in Construction Details,
-Full engagement of projects,
-Knowledge of NYC Zoning Resolution, NYC Building Codes, Energy Analysis,
-Experience coordinating and working with consulting engineers,
-Understanding of building envelope,
-Proficient drafting skills using AutoCAD, including layer management,
-A proactive, self-disciplined and confident attitude, at ease in a fast-paced working environment,
-Detail-oriented, accurate and hands-on approaches to projects,
-Minimum 3 years of construction technical work experience ,
,
,
Ideal candidates are those looking for growth through long-term employment and must be able to work overtime when required. Company offers health insurance benefits and 401K participation opportunity.  ,
,
Email cover letter  and resume [in pdf format] with desired compensation to us with confidence. Any other format will not be viewed.  Please indicate CAD under subject line on email.,
,
    "
2020-11-11 23:42,https://newyork.craigslist.org/mnh/egr/d/new-york-city-seeking-jr-architect/7229529956.html,Seeking Jr Architect,Based on qualifications,full-time,,"
        ,
Well established small architectural consulting and expediting firm is seeking an  individual with a BArch and the following skills/ qualifications:,
,
-Highly literate and fluent in English,,
-Detail oriented, ambitious and well organized;,
-Strong desire to understand the urban design-build industry;,
-Interest in Building Code and Zoning;,
-Some previous work in an architectural firm, optimally NYC;,
-1 to 2 years overall of professional work experience;,
-AutoCAD, Microsoft Office (Excel, Word, Outlook, Calendar);,
-Ability to Work in Downtown NYC and rif necessary, remotely;  from 9 AM to 5 PM Monday through Friday with emphasis on punctuality and professionalism;,
-Solid References (proven responsibility, aptitude, and achievement),
,
Please submit resumes via email through the link provided.,
,
The position pays W2 wages and you must be able to start as soon as possible.,
,
Thank you.,
,
,
,
    "
2020-10-19 11:00,https://newyork.craigslist.org/fct/egr/d/greenwich-project-architect-contracted/7216622879.html,Project Architect-Contracted Position,Contracted Project Work That Pays by Project,contract,,"
        ,
Boutique architecture firm is searching for a Project Architect. Position available immediately.,
,
We offer a small team environment in a busy established studio, and the opportunity to develop further expertise in the design and construction of custom homes and apartments located primarily in Fairfield, Westchester, and NYC. ,
This is a PROJECT CONTRACTED position rather than a full time position (work and pay is project-by-project depending on availability of projects. Must know Archi-CAD in a Mac-based environment. Specifically looking for some one who can work on both independently and as an effective team member and have a successful history of managing projects in a fast-paced environment. Great opportunity to work on exciting and interesting projects.,
Requirements:,
,
• Bachelor's degree minimum,
• 10+ years residential architecture experience,
• Fluent in Archi-CAD and experienced in Mac-based environment.,
• Competency in preparation and management of contract documents, research, 3-D modeling, and rendering.,
,
,
To apply, please submit:,
,
• A cover letter stating relevant experience and skills;,
,
• A resume or CV that clearly documents the required qualifications;,
    "
2020-11-12 10:19,https://newyork.craigslist.org/mnh/egr/d/new-york-construction-project-manager/7229657177.html,Construction Project Manager- Residential/Commercial,Competitive Compensation based on experience,full-time,,"
        ,
We are a Manhattan based mid-size construction company who specializes in commercial, hospitality, and high end residential construction.  We are seeking a driven Project Manager (PM) with experience in the high end residential division and commercial/hospitality division. ,
,
The Project Manager will work on unique and fast track projects and lead a project team to successful completion.  The PM should demonstrate superb communication skills and have eye for high quality workmanship.,
,
Responsibilities:,
Must meet time and cost objective with respect to contract, schedule, estimates, bids, and contract administration functions.,
Prepare change orders and monthly requisitions, and bid/buy/estimates for new jobs.,
Attend weekly site meetings, coordination with site superintendents and subcontractors. Work closely with designers and project architects in establishing the project schedule, technical requirements, and budgets.,
Must have the ability to communicate effectively with owners, architects and owner's rep and manage their expectations.,
Document potential schedule delays and keep the Senior VP fully informed, in a timely fashion, with regard to any and all problem areas on the project,
Maintain good relationships with the architect, engineers, subcontractors, suppliers, municipal authorities and company personnel involved with the project,
,
,
Proficient with: MS Office, Excel, & Projects,
,
Salary based on experience,
Immediate Start,
,
Requirements:,
Must have experience as a ""Project Manager"" in High-end Residential/Townhouses, Commercial/Hospitality construction (Range from $600K to $10mm project sizes),
Proficient with: MS Office, Excel, & Projects,
Job list along with 3-5 STRONG references from owners & architects from your job list,
,
Qualifications:,
• Must have excellent time management, organizational and communication skills.,
• Able to direct and manage multiple projects from beginning to end,
• Identify and manage project dependencies and critical paths,
• Plan, schedule, and track project milestones and deliverables,
• Actual field presence required,
• Ability to communicate effectively with senior management,
• Bachelor's degree ,
• Minimum of 5 years construction project management experience.,
• Ability to read construction plans and identify which work belongs with which trade.,
,
**NO RECRUITERS OR SOLICIT FOR OTHER POSITIONS PLEASE**,
,
,
    "
2020-10-19 18:05,https://newyork.craigslist.org/lgi/egr/d/great-neck-draftsperson/7216932766.html,Draftsperson,TBD,part-time,,"
        ,
Seeking Part Time draftperson (Architectural/Engineering) for busy established architectural firm located in Great Neck, Long Island.,
,
Must be motivated and a true self starter. Ability to work on multiple projects & various project types. Ability to coordinate with various consultants.,
,
Familiarity with all aspects of construction drawings, working knowledge of construction and building materials, zoning, building code,  etc.,
,
 Duties will also include, meetings with clients, contractors, working with various Towns/Villages Building Departments, Measuring properties, etc,
,
 Must be able to Multi-task.   Must be a TEAM PLAYER,
 Quality, Accuracy is a MUST,
 Professional Working Environment,
,
,
    "
2020-10-20 00:01,https://newyork.craigslist.org/brk/egr/d/brooklyn-architectural-lighting/7217072388.html,Architectural/lighting designer for public artwork,hourly or flat fee based on experience,contract,,"
        ,
We’re a research and development based art studio based in Brooklyn that produces projects ranging from small multimedia installations and sculptures to large-scale sound-reactive and interactive light installations. We’re working on a few new projects including a public light installation and are looking for an architectural and/or lighting designer to assist from concept and design development to production on multiple projects. Most of the design charrettes can be done from home but all the fabrication and installation visits will need to be done in-person. Please email your resume and portfolio in one PDF (no greater than 10 MB) with the subject ""Architectural designer"" or ""Lighting designer"". Your portfolio shouldn't include more than 5 projects. Submissions without these requirements will not be considered. Only selected candidates will be contacted.    "
2020-10-20 13:37,https://newyork.craigslist.org/mnh/egr/d/new-york-job-placement-after-training/7217336159.html,"Job Placement after training, certification and paid internship",Paid internship for 175 hours; you will be paid $15 per hour after graduation prevailing wages jobs opportunity,full-time,"https://images.craigslist.org/00q0q_ab5k4fDM5mW_0bc0ew_600x450.jpg,https://images.craigslist.org/00C0C_gWwWoj90UL3_0jm0h6_600x450.jpg,https://images.craigslist.org/00E0E_9uc0hKbvdpR_0x20lT_600x450.jpg,https://images.craigslist.org/00505_guk8xd4A6p6_0wg0jV_600x450.jpg,https://images.craigslist.org/00g0g_dz0xeYm6nJd_0p90t2_600x450.jpg","
        ,
AHRC NYC is offering a FREE 16 week training program for Youth in NYC who would like to go into one of the best paid job - janitorial, custodial. ,
,
Careers in Environmental Services program is offering each student an opportunity to get a certificate from ISSA Cleaning Management Institute and become Certified Custodian Technicians in 16 weeks. ,
,
The program is funded by DYCD for youth aged 16-24.,
,
• Program services are provided remotely - technology provided when needed.,
• Participants will receive a weekly stipend during the remote classroom and hands-on training. This is a 16 week program with one year follow up services.,
• Upon completion, successful graduates will receive job placement services.,
• Graduates will receive internationally recognized certification from ISSA Cleaning Management Institute and become Certified Custodian Technicians- Basic Level (Advanced is available for students),
• The program is open for youth 16-24 years of age who are economically disadvantaged,,
are out of school and do not have a college degree. Individuals with disabilities are welcome,
• Learn various janitorial techniques such as high and low dusting, sweeping and mopping floors, washing walls, glass, mirror, chrome polishing, sanitization of bathrooms, buffing floors, dusting furniture and other fixtures, proper disposal of garbage, and handling various types of cleaning supplies. Special training on COVID-19 Disinfecting Services,
• Hands-on training in a variety of janitorial tasks at renowned NYC healthcare institutions,
• OSHA 10 General Industry Certification,
• Career counseling to help you sort out what you really want for the future,
• Paid internship for 175 hours for $15 per hour to learn janitorial work,
,
Call today to book your spot! Next Cohort Starts 11/09/2020    "
2020-10-21 09:22,https://newyork.craigslist.org/mnh/egr/d/water-treatment-specialist-chemist/7217743533.html,Water Treatment Specialist/ Chemist,To be discussed with the Hiring Manager,full-time,,"
        ,
Planate Management Group (PMG) is a Service-Disabled Veteran-Owned Small Business (SDVOSB) headquartered in Alexandria, Virginia, and Orlando, Florida USA with a technical support center in South East Asia and East Africa, that provides program management and facilities engineering services worldwide. Planate is a small business provider of planning, design, infrastructure management, technical consulting, engineering, and construction management services in support of the US Department of Defense (DOD) and its Service (Army, Air Force, Navy, Marine Corps) missions, along with other US federal agencies, all over the world.,
,
The Water Treatment Specialist/ Chemist will be responsible for the complete operations and maintenance of the water production at three (3) complex reverse osmosis membrane filtration treatment plants and the distribution systems to ensure that the water is safe, aesthetically pleasing, and meets operational and mission needs and its requirements. This is to support the UEM Operations Supervisor and UEM Product Line Director who reports to the Public Works Director, the head of the Public Works Business Line (PWBL).,
,
Services will be performed at NAVFAC EURAFSWA, NAS Sigonella, Italy.,
,
Accommodation will be shouldered by the Company. ,
,
Key responsibilities:,
,
Coordinate all work with contractors, other Navy staff, and other PWD personnel,
Develop performance standards, typically under the cognizance of the UEM Branch Head/Director of Operations.,
Plan and develop water-related operations and maintenance projects including emergency, service and minor work,
Advise UEM Branch Head of required large capital improvements, specific work, and Major Maintenance projects for long-range planning goals and take or recommend appropriate action,
Provide weekly updates on the status of repair efforts for in-house and contractor actions,
Review and evaluate work methods, assignments, and staffing and act to reduce costs and increase productivity; must be knowledgeable in the use of MAXIMO work management application to monitor, measure and control productivity and costs,
Follow official policies and directives and comply with regulations for use of public funds and materials,
Coordinate, plan, schedule and execute duties to ensure delivery of quality and economical services,
Directly operate, maintain, repair, and manage the drinking water treatment plant (WTP) and distribution system (including cross-connection and backflow prevention equipment under the jurisdiction of the UEM business line) to ensure that water is safe, aesthetically pleasing, and meets operational and mission always needs and requirements (24hrs/day). Provide weekly updates on the water distribution status, including status on known leaks and repairs,
Manage and oversee drinking WTPs and distribution systems under the jurisdiction of the UEM, FMS (BOSC Contract) or AM (Lease) business lines. Provide biweekly updates on Sanitary Survey findings,
Maintain operator logs and site logbooks according to the Overseas Drinking Water Plant Operational Logs and Site Log Books Standard Operating Procedures (SOPs). Prepare daily situation reports for key plant parameters for NAS I and NAS II,
Perform other responsibilities associated with this position as may be appropriate.,
,
Qualifications To be successful in the role:,
,
Degree in Chemistry, Chemical Engineering or any related field of study,
With Specialized knowledge and experience in the following: water chemistry; potable water operations, maintenance, and monitoring; water production wells; complex water treatment/filtration plants; water pump stations; elevated and ground-level water storage systems; distribution systems including mains, fire hydrants, customer service connections, backflow prevention, meters, blow-offs, and air/vacuum release valves; and overall technical expertise to solve a broad range of water quality problems,
Knowledgeable in technical and procedural guidelines pertaining to water systems and current editions of the Italy Final Governing Standards (FGS), Navy Overseas Drinking Water (ODW) program, European/Italian Drinking Water Legislation, Navy Uniform Facilities Criteria guidance for potable water systems, and industry-wide standards including International Plumbing Code, International Mechanical Code, American Water Works Association Standards and Manuals of Practice,
Certified in Water Treatment and Distribution Operator in accordance with the Association of Boards of Certification – Water Treatment Certification Class III and Water Distribution Certification Class I or higher or a U.S. State Certification comparable to these levels of certification,
Able to communicate orally and in writing to make technical and managerial presentations,
Proficient in using Microsoft Office suites,
Must be a US citizen.,
Planate Management Group is an Affirmative Action and Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, or protected veteran status, and will not be discriminated against on the basis of disability.,
,
Why Planate?,
,
Joining the Planate team opens you to an experience working for a Global company where you are among a team that is considered a premier trusted partner for planning, design, engineering, asset management, and professional service solutions anytime, anywhere.  We Take Care of Our Own; Personally, and Professionally, Up and Down The Line. ,
,
We’d love for you to be a part of our Global workforce, helping us serve as an effective and integrated partner to advance every client's mission!    "
2020-10-21 12:33,https://newyork.craigslist.org/lgi/egr/d/valley-stream-structural-engineer/7217870558.html,Structural Engineer,salary based on a candidate's experience,full-time,,"
        ,
Our Engineering firm is looking for a full-time structural design engineer, with EIT to join our office in Valley Stream, Long Island. ,
 ,
The ideal candidate must have 2+ years of experience in the Structural Engineering field, onsite experience, and AUTOCAD proficiency. Experience with engineering software such as RAM, ETABS, SAP, Revit and RISA are a major plus. ,
,
We are a small but growing fast paced engineering firm. The candidate will be working on structural engineering projects from start to finish. The candidate must have the ability to multitask, must have great communication and writing skills. He/she will be working closely with other Project Engineer and support staff to assure our project goals are met in a timely manner. The hourly rate will be determined according to experience. ,
,
Please forward us your resume along with a cover letter introducing yourself and your related experience to:  ,
,
paola@cmceny.com ,
 ,
We are conveniently located by the Valley Stream Long Island Rail Road station. We look forward to hearing from you.  Thank you and best regards.,
    "
2020-10-21 15:09,https://newyork.craigslist.org/wch/egr/d/dobbs-ferry-project-manager-architect/7217983572.html,Project Manager / Architect,Compensation to be commensurate with experience.,full-time,,"
        ,
Michael Lewis Architects PC is looking for a talented and energized architect with 3-4 years practical experience to manage and work on a variety of engaging projects. Work includes design, project management, computer drafting, construction administration, and the full range of tasks needed to see projects through to completion. The firm is located along the Hudson River in Dobbs Ferry, NY, close to the train station about a half hour north from Grand Central Station on Metro North's Hudson Line.,
,
Our team is open, relaxed, and friendly. This opportunity offers a wide variety of experiences as well the potential for rapid growth and increased responsibility and control. MLA participates in the NCARB Architectural Experience Program (AXP) for those seeking to complete licensing requirements.  In response to COVID, arrangements for working remotely in conjunction with the office needs are open for discussion.,
,
Minimum Qualifications:,
-BArch or BS/Arch degree,
-At least 3 years of professional experience,
-Experience managing projects and in construction oversight,
-Strong CAD abilities (We use Vectorworks software: experience with it would be highly beneficial),
-Computer rendering experience,
-Strong communication skills and a collaborative spirit,
,
Desired Experience / Abilities: ,
-Photoshop,
-Website management and maintenance,
-Social media management,
-Microsoft office,
-Google suite,
,
The position offered is primarily full time, however, qualified part time candidates may also apply. Compensation will be commensurate with experience and ability. ,
,
To Apply: ,
Please email resume/CV and cover letter and reply directly to this posting. Feel free to attach portfolio or other relevant materials. Telephone inquiries regarding this position are not accepted.    "
